Match ID,sbti_uid,forbes_uid,sbti_company,forbes_company,Similarity Score,sbti_fobes_uids
sbti_forbes_1780,SBTI_1780,Forbes_594,EVCH UK Limited,Vedanta Limited,53,SBTI_1780Forbes_594
sbti_forbes_5418,SBTI_5418,Forbes_1477,The Midcounties Co-operative,Cooper Companies,55,SBTI_5418Forbes_1477
sbti_forbes_5963,SBTI_5963,Forbes_941,White Stuff Group,WH Group ,64,SBTI_5963Forbes_941
sbti_forbes_4838,SBTI_4838,Forbes_1658,"SHINTAKUKOUSAN Co.,Ltd.",Sinotrans Ltd.,59,SBTI_4838Forbes_1658
sbti_forbes_4095,SBTI_4095,Forbes_1784,OTTO FUCHS,Lucid Motors,55,SBTI_4095Forbes_1784
sbti_forbes_5721,SBTI_5721,Forbes_1711,UPM-Kymmene Corporation,Sumec Corporation,70,SBTI_5721Forbes_1711
sbti_forbes_3124,SBTI_3124,Forbes_63,L. Priebs GmbH & Co. KG,Procter & Gamble,48,SBTI_3124Forbes_63
sbti_forbes_1315,SBTI_1315,Forbes_1798,CyrusOne Inc.,Korea Zinc,55,SBTI_1315Forbes_1798
sbti_forbes_2012,SBTI_2012,Forbes_585,"FUJI TATEAMI CO.,LTD",Colgate-Palmolive,50,SBTI_2012Forbes_585
sbti_forbes_323,SBTI_323,Forbes_1153,"Antea USA, Inc.",Altice USA,61,SBTI_323Forbes_1153
sbti_forbes_268,SBTI_268,Forbes_1328,Ambev S.A.,Campbell Soup,55,SBTI_268Forbes_1328
sbti_forbes_4604,SBTI_4604,Forbes_1808,Sabará Participações,Ultrapar Participacoes,77,SBTI_4604Forbes_1808
sbti_forbes_4311,SBTI_4311,Forbes_1402,Pro-Pac Packaging Limited,Packaging Corp of America,52,SBTI_4311Forbes_1402
sbti_forbes_1628,SBTI_1628,Forbes_264,Eisai Europe Limited,Air Liquide,52,SBTI_1628Forbes_264
sbti_forbes_3163,SBTI_3163,Forbes_480,LANXESS AG,Talanx,62,SBTI_3163Forbes_480
sbti_forbes_3700,SBTI_3700,Forbes_1231,Muntons,Santos,62,SBTI_3700Forbes_1231
sbti_forbes_3786,SBTI_3786,Forbes_1731,Neoenergia S.A,Var Energi ASA,64,SBTI_3786Forbes_1731
sbti_forbes_1530,SBTI_1530,Forbes_1529,DSV A / S,Las Vegas Sands,55,SBTI_1530Forbes_1529
sbti_forbes_656,SBTI_656,Forbes_1204,BergHOFF Belgium,Beiersdorf,54,SBTI_656Forbes_1204
sbti_forbes_2186,SBTI_2186,Forbes_1955,"GoodWay Technology Co.,Ltd.",Intco Medical Technology,69,SBTI_2186Forbes_1955
sbti_forbes_5193,SBTI_5193,Forbes_1917,Sycomore Asset Management,Ares Management,65,SBTI_5193Forbes_1917
sbti_forbes_2699,SBTI_2699,Forbes_1293,Inter Cars SA,Inter Rao,64,SBTI_2699Forbes_1293
sbti_forbes_3332,SBTI_3332,Forbes_1711,M3 USA Corporation,Sumec Corporation,74,SBTI_3332Forbes_1711
sbti_forbes_675,SBTI_675,Forbes_605,Betterfly,Entergy,62,SBTI_675Forbes_605
sbti_forbes_5918,SBTI_5918,Forbes_1225,Watkins Payne,Turkish Airlines,55,SBTI_5918Forbes_1225
sbti_forbes_5130,SBTI_5130,Forbes_586,SUEZ,SSE,57,SBTI_5130Forbes_586
sbti_forbes_3925,SBTI_3925,Forbes_415,Novatech Ltd,Novatek,63,SBTI_3925Forbes_415
sbti_forbes_6004,SBTI_6004,Forbes_417,WONDER Group,RWE Group,76,SBTI_6004Forbes_417
sbti_forbes_514,SBTI_514,Forbes_1433,Avara Foods Ltd,Suntory Beverage & Food,56,SBTI_514Forbes_1433
sbti_forbes_1636,SBTI_1636,Forbes_330,Electricity Supply Board (ESB),Saudi Electricity,62,SBTI_1636Forbes_330
sbti_forbes_1693,SBTI_1693,Forbes_1375,Energetics Pty Ltd,Galp Energia,60,SBTI_1693Forbes_1375
sbti_forbes_669,SBTI_669,Forbes_562,"Best Buy Co., Inc.",Best Buy,70,SBTI_669Forbes_562
sbti_forbes_4372,SBTI_4372,Forbes_602,"Pyxus International, INC",Edison International,74,SBTI_4372Forbes_602
sbti_forbes_2061,SBTI_2061,Forbes_1418,Garden Trade International,Xiamen International Trade Group,76,SBTI_2061Forbes_1418
sbti_forbes_2173,SBTI_2173,Forbes_895,Goedhart Holding BV,CIMB Group Holdings,63,SBTI_2173Forbes_895
sbti_forbes_4108,SBTI_4108,Forbes_1658,Oxwash Ltd,Sinotrans Ltd.,61,SBTI_4108Forbes_1658
sbti_forbes_1331,SBTI_1331,Forbes_1820,Dairygold Co-operative Society Limited,Horizon Therapeutics Public Limited Company,52,SBTI_1331Forbes_1820
sbti_forbes_2536,SBTI_2536,Forbes_957,HUBER+SUHNER Group,Suncorp Group,65,SBTI_2536Forbes_957
sbti_forbes_5611,SBTI_5611,Forbes_507,Troup Bywaters + Anders,Erste Group Bank,65,SBTI_5611Forbes_507
sbti_forbes_1479,SBTI_1479,Forbes_1881,DKV SEGUROS Y REASEGUROS S.A.E.,Anhui Water Resources Development,48,SBTI_1479Forbes_1881
sbti_forbes_706,SBTI_706,Forbes_345,bioMerieux,Orix,57,SBTI_706Forbes_345
sbti_forbes_4175,SBTI_4175,Forbes_1711,Pegatron Corporation,Sumec Corporation,70,SBTI_4175Forbes_1711
sbti_forbes_4431,SBTI_4431,Forbes_333,Real Chemistry,LG Chem,57,SBTI_4431Forbes_333
sbti_forbes_6045,SBTI_6045,Forbes_1787,XP Power,Manpower,62,SBTI_6045Forbes_1787
sbti_forbes_4385,SBTI_4385,Forbes_1412,QTM Global Services Ltd,Quanta Services,58,SBTI_4385Forbes_1412
sbti_forbes_2318,SBTI_2318,Forbes_1486,"H.U. Group Holdings, Inc.",Iida Group Holdings,78,SBTI_2318Forbes_1486
sbti_forbes_2357,SBTI_2357,Forbes_1911,"Harita Metal Co.,Ltd.",Commercial Metals,56,SBTI_2357Forbes_1911
sbti_forbes_5856,SBTI_5856,Forbes_1552,Vistry Group,Scentre Group,72,SBTI_5856Forbes_1552
sbti_forbes_1410,SBTI_1410,Forbes_106,Denave India Private Limited,State Bank of India,51,SBTI_1410Forbes_106
sbti_forbes_4854,SBTI_4854,Forbes_1830,Shui On Land Limited,Senshu Ikeda Holdings,54,SBTI_4854Forbes_1830
sbti_forbes_1310,SBTI_1310,Forbes_990,CVENT Inc.,Centrica,71,SBTI_1310Forbes_990
sbti_forbes_4141,SBTI_4141,Forbes_1402,Panther Packaging GmbH & Co. KG,Packaging Corp of America,49,SBTI_4141Forbes_1402
sbti_forbes_3389,SBTI_3389,Forbes_757,Manitou Group,Omnicom Group,77,SBTI_3389Forbes_757
sbti_forbes_92,SBTI_92,Forbes_1514,ADAMMA INFO SERVICES Private Limited,Advanced Info Service,56,SBTI_92Forbes_1514
sbti_forbes_1274,SBTI_1274,Forbes_813,Crest Lifts Ltd,United Rentals,55,SBTI_1274Forbes_813
sbti_forbes_5499,SBTI_5499,Forbes_1613,"TOHO KINZOKU CO., LTD.","LG Innotek Co.,",56,SBTI_5499Forbes_1613
sbti_forbes_4396,SBTI_4396,Forbes_1387,Quzhou Xinjiang Materials Co.Ltd,Zhongliang Holdings ,55,SBTI_4396Forbes_1387
sbti_forbes_658,SBTI_658,Forbes_1511,Bergzeit GmbH,Geberit,50,SBTI_658Forbes_1511
sbti_forbes_1223,SBTI_1223,Forbes_1320,"Copps Industries, Inc.",CF Industries Holdings,71,SBTI_1223Forbes_1320
sbti_forbes_6105,SBTI_6105,Forbes_791,ZAYO GROUP LLC,Lonza Group,72,SBTI_6105Forbes_791
sbti_forbes_5597,SBTI_5597,Forbes_449,Tricon Energy,TC Energy,82,SBTI_5597Forbes_449
sbti_forbes_1159,SBTI_1159,Forbes_1486,Colt Group Holdings Limited,Iida Group Holdings,78,SBTI_1159Forbes_1486
sbti_forbes_1557,SBTI_1557,Forbes_435,E Source Companies LLC,The Estée Lauder Companies,64,SBTI_1557Forbes_435
sbti_forbes_4394,SBTI_4394,Forbes_1488,Quimpac,Equifax,57,SBTI_4394Forbes_1488
sbti_forbes_1768,SBTI_1768,Forbes_636,European Filter Corporation,Coca-Cola European Partners,63,SBTI_1768Forbes_636
sbti_forbes_5152,SBTI_5152,Forbes_1295,Suomen Yliopistokiinteistöt Oy,Hopson Development Holdings,43,SBTI_5152Forbes_1295
sbti_forbes_5112,SBTI_5112,Forbes_903,Straumann Holding AG,Sabanci Holding,69,SBTI_5112Forbes_903
sbti_forbes_4154,SBTI_4154,Forbes_1454,Parque Arauco S.A,Advance Auto Parts,57,SBTI_4154Forbes_1454
sbti_forbes_5119,SBTI_5119,Forbes_500,"STUDIO ONION CO., Ltd.",London Stock Exchange,55,SBTI_5119Forbes_500
sbti_forbes_1197,SBTI_1197,Forbes_1043,Consid AB,Alcon,57,SBTI_1197Forbes_1043
sbti_forbes_2482,SBTI_2482,Forbes_746,Hoare Lea LLP,PKN Orlen,55,SBTI_2482Forbes_746
sbti_forbes_2429,SBTI_2429,Forbes_218,heristo aktiengesellschaft,Oversea-Chinese Banking,49,SBTI_2429Forbes_218
sbti_forbes_2590,SBTI_2590,Forbes_1826,ICON Plc,ICON (Ireland),60,SBTI_2590Forbes_1826
sbti_forbes_3407,SBTI_3407,Forbes_455,Maritz Holdings Inc.,Recruit Holdings ,74,SBTI_3407Forbes_455
sbti_forbes_1796,SBTI_1796,Forbes_703,Evoqua Water Technologies,Trane Technologies,70,SBTI_1796Forbes_703
sbti_forbes_1124,SBTI_1124,Forbes_1214,Cloetta AB,EQT AB,62,SBTI_1124Forbes_1214
sbti_forbes_969,SBTI_969,Forbes_914,"CASIO COMPUTER CO., LTD.",Asustek Computer,59,SBTI_969Forbes_914
sbti_forbes_5337,SBTI_5337,Forbes_28,Tencent Holding Limited,Tencent Holdings,77,SBTI_5337Forbes_28
sbti_forbes_2055,SBTI_2055,Forbes_875,Gamuda Berhad,Conagra Brands,52,SBTI_2055Forbes_875
sbti_forbes_5154,SBTI_5154,Forbes_1203,Superdry plc,Kerry Group,52,SBTI_5154Forbes_1203
sbti_forbes_1288,SBTI_1288,Forbes_246,Crystal Claire Cosmetics Inc.,China Communications Construction,49,SBTI_1288Forbes_246
sbti_forbes_5845,SBTI_5845,Forbes_1189,Virgin Holdings Limited,Kirin Holdings,70,SBTI_5845Forbes_1189
sbti_forbes_107,SBTI_107,Forbes_168,"ADTRAN, Inc.",Medtronic,63,SBTI_107Forbes_168
sbti_forbes_5923,SBTI_5923,Forbes_1435,Webhelp,Wendel,62,SBTI_5923Forbes_1435
sbti_forbes_1010,SBTI_1010,Forbes_1213,CH&CO CATERING GROUP LIMITED,Mirae Asset Financial Group,55,SBTI_1010Forbes_1213
sbti_forbes_2661,SBTI_2661,Forbes_1154,Infraconcepts Netherlands B.V.,Bank Negara Indonesia,52,SBTI_2661Forbes_1154
sbti_forbes_4324,SBTI_4324,Forbes_1516,"Promax Textile Co., Ltd.",Boston Properties,53,SBTI_4324Forbes_1516
sbti_forbes_4185,SBTI_4185,Forbes_430,Pentland Brands,Imperial Brands,67,SBTI_4185Forbes_430
sbti_forbes_2902,SBTI_2902,Forbes_879,Jysk Display A/S,LG Display,62,SBTI_2902Forbes_879
sbti_forbes_3905,SBTI_3905,Forbes_741,Normec,NEC,67,SBTI_3905Forbes_741
sbti_forbes_832,SBTI_832,Forbes_64,Brunswick Group,BMW Group,67,SBTI_832Forbes_64
sbti_forbes_1817,SBTI_1817,Forbes_1326,Fabege AB,SSAB AB,62,SBTI_1817Forbes_1326
sbti_forbes_4720,SBTI_4720,Forbes_190,SCI Environmental Group Ltd,Poly Developments & Holdings Group,58,SBTI_4720Forbes_190
sbti_forbes_6020,SBTI_6020,Forbes_1443,Worldline,Olin,62,SBTI_6020Forbes_1443
sbti_forbes_5371,SBTI_5371,Forbes_1272,The Bridge IT (Recruitment) Ltd,Sichuan Road & Bridge,50,SBTI_5371Forbes_1272
sbti_forbes_2724,SBTI_2724,Forbes_1541,Inventec (Chongqing) Corporation,China Nuclear Engineering Corporation,66,SBTI_2724Forbes_1541
sbti_forbes_2644,SBTI_2644,Forbes_732,INDUSTRIALIZADORA OLEOFINOS S.A DE C.V.,Industrial Bank of Korea,58,SBTI_2644Forbes_732
sbti_forbes_1745,SBTI_1745,Forbes_597,Essentra,Telstra,67,SBTI_1745Forbes_597
sbti_forbes_5644,SBTI_5644,Forbes_1005,Turner & Townsend Ltd,Db Insurance,52,SBTI_5644Forbes_1005
sbti_forbes_831,SBTI_831,Forbes_1115,Brunello Cucinelli SpA,Siam Commercial Bank,48,SBTI_831Forbes_1115
sbti_forbes_4681,SBTI_4681,Forbes_677,Savills Plc,Republic Services,57,SBTI_4681Forbes_677
sbti_forbes_5134,SBTI_5134,Forbes_793,"SUMITOMO CHEMICAL Co., Ltd.",Sumitomo Chemical,83,SBTI_5134Forbes_793
sbti_forbes_2203,SBTI_2203,Forbes_883,Graylaw International Freight Group,EN+ Group International ,74,SBTI_2203Forbes_883
sbti_forbes_6078,SBTI_6078,Forbes_1303,YKK AP Inc.,Air France-KLM,50,SBTI_6078Forbes_1303
sbti_forbes_4492,SBTI_4492,Forbes_1024,Resolute Forest Products,Anta Sports Products,59,SBTI_4492Forbes_1024
sbti_forbes_534,SBTI_534,Forbes_1497,Axionable,Acciona,62,SBTI_534Forbes_1497
sbti_forbes_2091,SBTI_2091,Forbes_385,Genesee & Wyoming Inc.,ENEOS Holdings,55,SBTI_2091Forbes_385
sbti_forbes_1304,SBTI_1304,Forbes_458,CurTec,Corteva,62,SBTI_1304Forbes_458
sbti_forbes_3971,SBTI_3971,Forbes_1280,Oakland International Ltd.,Yara International,74,SBTI_3971Forbes_1280
sbti_forbes_4186,SBTI_4186,Forbes_86,"PepsiCo, Inc.",PepsiCo,78,SBTI_4186Forbes_86
sbti_forbes_3189,SBTI_3189,Forbes_300,Legal & General America (Banner Life Assurance Company),AmerisourceBergen,47,SBTI_3189Forbes_300
sbti_forbes_4405,SBTI_4405,Forbes_92,Radius Systems Limited,Cisco Systems,57,SBTI_4405Forbes_92
sbti_forbes_4439,SBTI_4439,Forbes_1473,RECRUITERS.IE,Orient Securities,67,SBTI_4439Forbes_1473
sbti_forbes_4253,SBTI_4253,Forbes_388,PM Group,OMV Group,82,SBTI_4253Forbes_388
sbti_forbes_3860,SBTI_3860,Forbes_1150,"Nishat Chunian Limited (Dyeing, Printing and Home Textile Division)",Foshan Haitian Flavouring and Food,41,SBTI_3860Forbes_1150
sbti_forbes_6104,SBTI_6104,Forbes_844,Zarek Taylor Grossman Hanrahan LLP,The Hershey Company,42,SBTI_6104Forbes_844
sbti_forbes_447,SBTI_447,Forbes_411,ASSYSTEM,BAE Systems,74,SBTI_447Forbes_411
sbti_forbes_5019,SBTI_5019,Forbes_442,Speira,Sempra,67,SBTI_5019Forbes_442
sbti_forbes_4777,SBTI_4777,Forbes_1449,Serveo,ServiceNow,75,SBTI_4777Forbes_1449
sbti_forbes_1100,SBTI_1100,Forbes_1144,Clarke Telecom,Cellnex Telecom,76,SBTI_1100Forbes_1144
sbti_forbes_3336,SBTI_3336,Forbes_1153,MaCher (USA) Inc.,Altice USA,58,SBTI_3336Forbes_1153
sbti_forbes_473,SBTI_473,Forbes_673,"ATOM LIVIN TECH Co., Ltd.",Porsche Automobil Holding,51,SBTI_473Forbes_673
sbti_forbes_3523,SBTI_3523,Forbes_1437,MERINO INDUSTRIES LTD.,Thor Industries,72,SBTI_3523Forbes_1437
sbti_forbes_6116,SBTI_6116,Forbes_673,Zenith Automotive Holdings Ltd,Porsche Automobil Holding,62,SBTI_6116Forbes_673
sbti_forbes_2870,SBTI_2870,Forbes_1975,John Sisk & Son,Seiko Epson,58,SBTI_2870Forbes_1975
sbti_forbes_3042,SBTI_3042,Forbes_1535,Knights Brown,Crown Holdings,59,SBTI_3042Forbes_1535
sbti_forbes_2533,SBTI_2533,Forbes_165,"HTC Global Services, Inc.",PNC Financial Services,62,SBTI_2533Forbes_165
sbti_forbes_4932,SBTI_4932,Forbes_1922,SKYCITY Entertainment Group Limited,Galaxy Entertainment,62,SBTI_4932Forbes_1922
sbti_forbes_2991,SBTI_2991,Forbes_283,Kersia,KIA,67,SBTI_2991Forbes_283
sbti_forbes_3769,SBTI_3769,Forbes_657,Navitas Semiconductor Ltd.,NXP Semiconductors,70,SBTI_3769Forbes_657
sbti_forbes_940,SBTI_940,Forbes_1479,Carbotech AG,Gartner,53,SBTI_940Forbes_1479
sbti_forbes_2116,SBTI_2116,Forbes_1076,GFT Technologies,Agilent Technologies,83,SBTI_2116Forbes_1076
sbti_forbes_4610,SBTI_4610,Forbes_826,Safety21 S.p.A.,St. James's Place,53,SBTI_4610Forbes_826
sbti_forbes_5369,SBTI_5369,Forbes_775,The AZEK Company,Baker Hughes Company,72,SBTI_5369Forbes_775
sbti_forbes_5820,SBTI_5820,Forbes_677,Victrex plc,Republic Services,57,SBTI_5820Forbes_677
sbti_forbes_2850,SBTI_2850,Forbes_1742,"Jiangsu Zhongjin Matai Medicinal Packaging Co., Ltd",Pan Pacific International Holdings,46,SBTI_2850Forbes_1742
sbti_forbes_4922,SBTI_4922,Forbes_346,"SK Securities, Co., Ltd",Citic Securities,72,SBTI_4922Forbes_346
sbti_forbes_848,SBTI_848,Forbes_470,BuildingLink.com LLC,China National Building,60,SBTI_848Forbes_470
sbti_forbes_5716,SBTI_5716,Forbes_985,Unternehmensgruppe Theo Müller S.e.c.s.],Shenzhen Overseas,41,SBTI_5716Forbes_985
sbti_forbes_4917,SBTI_4917,Forbes_924,SIXT SE,Essity,62,SBTI_4917Forbes_924
sbti_forbes_1339,SBTI_1339,Forbes_467,Daiwa House REIT Investment Corporation,Daiwa House Industry,58,SBTI_1339Forbes_467
sbti_forbes_5827,SBTI_5827,Forbes_647,Viet Nam Samho Company Limited,International Holding Company,54,SBTI_5827Forbes_647
sbti_forbes_3258,SBTI_3258,Forbes_1164,LKQ Corporation,CJ Corporation,76,SBTI_3258Forbes_1164
sbti_forbes_1828,SBTI_1828,Forbes_1820,Falcon Interior Solutions (India) Private Limited,Horizon Therapeutics Public Limited Company,53,SBTI_1828Forbes_1820
sbti_forbes_2791,SBTI_2791,Forbes_1711,IZUMI CORPORATION,Sumec Corporation,82,SBTI_2791Forbes_1711
sbti_forbes_1326,SBTI_1326,Forbes_1827,"DAIDO TRADING CO.,LTD",Yunnan Copper Co. Ltd.,55,SBTI_1326Forbes_1827
sbti_forbes_3607,SBTI_3607,Forbes_665,"MITSUBOSHI KEITO Co.,Ltd.",Mitsubishi Chemical,67,SBTI_3607Forbes_665
sbti_forbes_1779,SBTI_1779,Forbes_26,EVBox,Chevron,50,SBTI_1779Forbes_26
sbti_forbes_30,SBTI_30,Forbes_543,Aardvark Certification Ltd,Canadian Pacific Railway,52,SBTI_30Forbes_543
sbti_forbes_3521,SBTI_3521,Forbes_900,Meridia Capital Partners SGEIC S.A.,Annaly Capital Management,51,SBTI_3521Forbes_900
sbti_forbes_1218,SBTI_1218,Forbes_1797,Coop Sverige AB,Service Corp Intl,56,SBTI_1218Forbes_1797
sbti_forbes_850,SBTI_850,Forbes_1250,Bundaberg Sugar LTD,Lundbergs,57,SBTI_850Forbes_1250
sbti_forbes_2014,SBTI_2014,Forbes_504,FUJIFILM Holdings Corporation,Fujifilm Holdings,74,SBTI_2014Forbes_504
sbti_forbes_6060,SBTI_6060,Forbes_668,"Yamazen Co.,Ltd.",Xiamen C&D,67,SBTI_6060Forbes_668
sbti_forbes_3633,SBTI_3633,Forbes_1991,Moleskine SRL,Kloeckner & Co,56,SBTI_3633Forbes_1991
sbti_forbes_5040,SBTI_5040,Forbes_1755,Squire Patton Boggs UK LLP,Constellation Software,50,SBTI_5040Forbes_1755
sbti_forbes_744,SBTI_744,Forbes_166,Bodycote plc,Broadcom,50,SBTI_744Forbes_166
sbti_forbes_3491,SBTI_3491,Forbes_239,Meginfelag Búnaðarmanna LVAÁ - MBM,China Minsheng Bank,46,SBTI_3491Forbes_239
sbti_forbes_5458,SBTI_5458,Forbes_1856,Thor Park Nv,Toho Bank,57,SBTI_5458Forbes_1856
sbti_forbes_1371,SBTI_1371,Forbes_567,Daxner & Merl GmbH,Kimberly-Clark,53,SBTI_1371Forbes_567
sbti_forbes_3295,SBTI_3295,Forbes_733,lpm production,CLP Holdings,54,SBTI_3295Forbes_733
sbti_forbes_2369,SBTI_2369,Forbes_1844,Hastings Group Holdings (HGH),Chr. Hansen Holding,62,SBTI_2369Forbes_1844
sbti_forbes_2978,SBTI_2978,Forbes_1153,KENBUNSYA　INC.,Altice USA,52,SBTI_2978Forbes_1153
sbti_forbes_1629,SBTI_1629,Forbes_361,"EISHIRO KAWARA CO., LTD.",Kraft Heinz Company,50,SBTI_1629Forbes_361
sbti_forbes_965,SBTI_965,Forbes_371,CASALUKER S.A,Danske Bank,50,SBTI_965Forbes_371
sbti_forbes_5416,SBTI_5416,Forbes_709,The Macerich Company,The Mosaic Company,84,SBTI_5416Forbes_709
sbti_forbes_2741,SBTI_2741,Forbes_286,Ipsos,Posco,60,SBTI_2741Forbes_286
sbti_forbes_4581,SBTI_4581,Forbes_1761,RSK Group Ltd,SKF Group,73,SBTI_4581Forbes_1761
sbti_forbes_2114,SBTI_2114,Forbes_431,Getinge AB,Boeing,62,SBTI_2114Forbes_431
sbti_forbes_1527,SBTI_1527,Forbes_924,DS Smith,Essity,57,SBTI_1527Forbes_924
sbti_forbes_1419,SBTI_1419,Forbes_998,Dentsu Inc.,Dentsu,75,SBTI_1419Forbes_998
sbti_forbes_5285,SBTI_5285,Forbes_358,"TCL King Electrical Appliance (HuiZhou) CO.,Ltd.",Gree Electric Appliances,59,SBTI_5285Forbes_358
sbti_forbes_330,SBTI_330,Forbes_1827,"aoito soken Co., Ltd.",Yunnan Copper Co. Ltd.,53,SBTI_330Forbes_1827
sbti_forbes_4865,SBTI_4865,Forbes_594,Siddiqsons Limited,Vedanta Limited,61,SBTI_4865Forbes_594
sbti_forbes_1375,SBTI_1375,Forbes_1366,dbramante1928,Indorama Ventures,53,SBTI_1375Forbes_1366
sbti_forbes_5094,SBTI_5094,Forbes_818,Sto NV,Stora Enso,62,SBTI_5094Forbes_818
sbti_forbes_1568,SBTI_1568,Forbes_762,East Japan Railway Company,East Japan Railway,82,SBTI_1568Forbes_762
sbti_forbes_2950,SBTI_2950,Forbes_1926,"KAWASHIMA CO.,LTD.",Rothschild & Co.,55,SBTI_2950Forbes_1926
sbti_forbes_5894,SBTI_5894,Forbes_807,VVM De Lijn,T&D Holdings,52,SBTI_5894Forbes_807
sbti_forbes_4882,SBTI_4882,Forbes_1406,SIK MAKAS GIYIM SAN VE TIC A.S,Maanshan Iron & Steel,49,SBTI_4882Forbes_1406
sbti_forbes_2071,SBTI_2071,Forbes_195,GE Healthcare,HCA Healthcare,81,SBTI_2071Forbes_195
sbti_forbes_4833,SBTI_4833,Forbes_831,"Shinnihon Printing, Inc.",Shin Kong Financial,54,SBTI_4833Forbes_831
sbti_forbes_2519,SBTI_2519,Forbes_1684,"Host Hotels & Resorts, Inc.",China Resources Beer (Holdings),54,SBTI_2519Forbes_1684
sbti_forbes_3374,SBTI_3374,Forbes_1950,Majid Al Futtaim Properties,Healthpeak Properties,62,SBTI_3374Forbes_1950
sbti_forbes_2134,SBTI_2134,Forbes_1158,GKN Automotive,Penske Automotive,77,SBTI_2134Forbes_1158
sbti_forbes_763,SBTI_763,Forbes_1828,Booz Allen Hamilton Holding Corporation,Booz Allen Hamilton Holding,82,SBTI_763Forbes_1828
sbti_forbes_2941,SBTI_2941,Forbes_1004,"KATAGIRI MEIMOKU KOGYO CO.,LTD",China Mengniu Dairy,46,SBTI_2941Forbes_1004
sbti_forbes_999,SBTI_999,Forbes_1315,Centrais Elétricas Brasileiras S.A. - Eletrobras,Electronic Arts,44,SBTI_999Forbes_1315
sbti_forbes_876,SBTI_876,Forbes_1620,C&C Group plc,Trip.com Group,67,SBTI_876Forbes_1620
sbti_forbes_4460,SBTI_4460,Forbes_1418,Regina Miracle International ( Group ) Limited,Xiamen International Trade Group,73,SBTI_4460Forbes_1418
sbti_forbes_403,SBTI_403,Forbes_418,Artistic Garment Industries (AGI Denim),Daikin Industries,56,SBTI_403Forbes_418
sbti_forbes_4171,SBTI_4171,Forbes_1027,Pearson PLC,Pegatron,63,SBTI_4171Forbes_1027
sbti_forbes_1097,SBTI_1097,Forbes_1790,Clario,Clorox,67,SBTI_1097Forbes_1790
sbti_forbes_1249,SBTI_1249,Forbes_1313,Courier Network Inc.,Arista Networks,59,SBTI_1249Forbes_1313
sbti_forbes_349,SBTI_349,Forbes_183,AptarGroup Inc.,ING Group,70,SBTI_349Forbes_183
sbti_forbes_19,SBTI_19,Forbes_161,A.P. Moller - Maersk A/S,Møller-Maersk,73,SBTI_19Forbes_161
sbti_forbes_4389,SBTI_4389,Forbes_1846,Quálitas Controladora S.A.B. de C.V.,Aeroports de Paris,43,SBTI_4389Forbes_1846
sbti_forbes_1687,SBTI_1687,Forbes_1456,Encon NV,Franco-Nevada,57,SBTI_1687Forbes_1456
sbti_forbes_477,SBTI_477,Forbes_323,Atria plc,Altria Group,67,SBTI_477Forbes_323
sbti_forbes_3823,SBTI_3823,Forbes_647,NextPharma Germany BidCo GmbH,International Holding Company,45,SBTI_3823Forbes_647
sbti_forbes_4964,SBTI_4964,Forbes_889,Södra Skogsägarna ekonomisk förening,Renesas Electronics,46,SBTI_4964Forbes_889
sbti_forbes_4536,SBTI_4536,Forbes_1661,Robert Bird Group,CPI Property Group,74,SBTI_4536Forbes_1661
sbti_forbes_435,SBTI_435,Forbes_1164,ASICS Corporation,CJ Corporation,84,SBTI_435Forbes_1164
sbti_forbes_3892,SBTI_3892,Forbes_749,Norcros plc,Formosa Plastics,59,SBTI_3892Forbes_749
sbti_forbes_1154,SBTI_1154,Forbes_1372,ColliCare Logistics AS,Sonic Healthcare,53,SBTI_1154Forbes_1372
sbti_forbes_2691,SBTI_2691,Forbes_836,Instabee Group AB,QBE Insurance Group,67,SBTI_2691Forbes_836
sbti_forbes_5891,SBTI_5891,Forbes_425,Vp plc,Philips,46,SBTI_5891Forbes_425
sbti_forbes_3719,SBTI_3719,Forbes_1575,NaaS Technology Inc.,HNA Technology,79,SBTI_3719Forbes_1575
sbti_forbes_4378,SBTI_4378,Forbes_647,QINGDAO DELLWARE REFRIGERATION CO LTD,International Holding Company,48,SBTI_4378Forbes_647
sbti_forbes_2496,SBTI_2496,Forbes_280,Holdit AB,ASML Holding,67,SBTI_2496Forbes_280
sbti_forbes_4908,SBTI_4908,Forbes_1533,Sinova GmbH,Sonova Holding,56,SBTI_4908Forbes_1533
sbti_forbes_5279,SBTI_5279,Forbes_6,TAZO,Amazon,60,SBTI_5279Forbes_6
sbti_forbes_2764,SBTI_2764,Forbes_771,Island Opportunities Inc.,Fortis (Canada),54,SBTI_2764Forbes_771
sbti_forbes_3654,SBTI_3654,Forbes_551,Moore Concrete Products Ltd,Air Products & Chemicals,49,SBTI_3654Forbes_551
sbti_forbes_1025,SBTI_1025,Forbes_142,Charles Taylor,Charles Schwab,64,SBTI_1025Forbes_142
sbti_forbes_1699,SBTI_1699,Forbes_110,ENERLIS,Enel,73,SBTI_1699Forbes_110
sbti_forbes_208,SBTI_208,Forbes_975,ALIMAC s.r.l.,Macy's,56,SBTI_208Forbes_975
sbti_forbes_191,SBTI_191,Forbes_535,"Albertsons Companies, Inc",Albertsons,59,SBTI_191Forbes_535
sbti_forbes_2322,SBTI_2322,Forbes_1113,Haglunds Bygg & Entreprenad AB,Beijing Enterprises,47,SBTI_2322Forbes_1113
